Date,Tank,Experiment,Aquarium,Substrate,NutLevel,NN,Time,Flow,TankTA,HeaderTA,TankTemp ,TankpH,TankSalinity,HeaderTemp,HeaderpH,HeaderSalinity,TankP,TankN,TankSi,HeaderP,HeaderSi,HeaderN
12/3/2015,1,1,1,Coral,Ambient,0,10:00,34,2103.766843,2171.558766,25.53,8.024342366,38.08799562,25.11,7.966244194,38.36805245,0.03,2.37,0.95,0.03,2.29,0.18
12/3/2015,1,1,2,Algae,Ambient,0,10:00,36,2165.633498,2171.558766,26.15,8.155093758,38.16186652,25.11,7.966244194,38.36805245,0.01,1.1,0.12,0.03,2.29,0.18
12/3/2015,1,1,3,Rubble,Ambient,0,10:00,33,2161.803067,2171.558766,25.86,7.992578323,38.18266077,25.11,7.966244194,38.36805245,0.008,1.94,0.24,0.03,2.29,0.18
12/3/2015,1,1,4,Sand,Ambient,0,10:00,36,2162.883505,2171.558766,25.6,7.967655389,38.17810719,25.11,7.966244194,38.36805245,0.03,1.57,0.08,0.03,2.29,0.18
12/3/2015,1,1,5,Coral,Med,3,10:00,31,2124.133938,2179.256796,25.5,7.985965897,38.26231507,25.07,7.968507919,38.32686858,1.26,3.68,0.91,0.09,2.76,4.65
12/3/2015,1,1,6,Algae,Med,3,10:00,29,2165.779303,2179.256796,26.03,8.166999157,38.40986787,25.07,7.968507919,38.32686858,0.18,2.25,0.64,0.09,2.76,4.65
12/3/2015,1,1,7,Rubble,Med,3,10:00,29,2177.347042,2179.256796,25.64,7.972141495,38.2932616,25.07,7.968507919,38.32686858,0.11,3.24,1.57,0.09,2.76,4.65
12/3/2015,1,1,8,Sand,Med,3,10:00,24,2160.098478,2179.256796,25.55,7.985245318,38.32450105,25.07,7.968507919,38.32686858,0.12,3.84,1.52,0.09,2.76,4.65
12/3/2015,1,1,9,Coral,High,6,10:00,31,2106.921913,2174.446045,25.67,8.056037983,38.19365803,25,7.983035313,37.70938204,2.59,1.75,2.47,1.21,1.67,7.52
12/3/2015,1,1,10,Algae,High,6,10:00,29,2163.526474,2174.446045,25.77,8.133814675,38.18397445,25,7.983035313,37.70938204,1.68,1.33,1.12,1.21,1.67,7.52
12/3/2015,1,1,11,Rubble,High,6,10:00,27,2167.043519,2174.446045,25.87,8.022771542,37.80440516,25,7.983035313,37.70938204,1.84,1.43,1.66,1.21,1.67,7.52
12/3/2015,1,1,12,Sand,High,6,10:00,34,2166.045163,2174.446045,25.72,7.999658781,38.15169347,25,7.983035313,37.70938204,2.25,1.87,4.28,1.21,1.67,7.52
12/3/2015,2,1,13,Coral,Ambient,0,10:00,36,2117.147032,2171.558766,25.37,7.955763232,37.92384187,25.11,7.966244194,38.36805245,0.03,2.37,0.95,0.03,2.29,0.18
12/3/2015,2,1,14,Algae,Ambient,0,10:00,37,2171.263183,2171.558766,25.44,8.069535327,37.56733051,25.11,7.966244194,38.36805245,0.01,1.1,0.12,0.03,2.29,0.18
12/3/2015,2,1,15,Rubble,Ambient,0,10:00,37,2177.639378,2171.558766,25.22,7.969733913,38.27466752,25.11,7.966244194,38.36805245,0.008,1.94,0.24,0.03,2.29,0.18
12/3/2015,2,1,16,Sand,Ambient,0,10:00,38,2170.716988,2171.558766,25.48,7.955876946,38.4284873,25.11,7.966244194,38.36805245,0.03,1.57,0.08,0.03,2.29,0.18
12/3/2015,2,1,17,Coral,Med,3,10:00,31,2137.659387,2179.256796,25.75,7.946955943,37.75590881,25.07,7.968507919,38.32686858,1.26,3.68,0.91,0.09,2.76,4.65
12/3/2015,2,1,18,Algae,Med,3,10:00,31,2171.421658,2179.256796,25.35,8.064104353,38.46406513,25.07,7.968507919,38.32686858,0.18,2.25,0.64,0.09,2.76,4.65
12/3/2015,2,1,19,Rubble,Med,3,10:00,30,2169.791028,2179.256796,25.33,7.93438556,38.40618151,25.07,7.968507919,38.32686858,0.11,3.24,1.57,0.09,2.76,4.65
12/3/2015,2,1,20,Sand,Med,3,10:00,27,2160.607437,2179.256796,25.4,7.962086236,38.19736681,25.07,7.968507919,38.32686858,0.12,3.84,1.52,0.09,2.76,4.65
12/3/2015,2,1,21,Coral,High,6,10:00,28,2139.425164,2174.446045,25.45,7.990062164,38.29741418,25,7.983035313,37.70938204,2.59,1.75,2.47,1.21,1.67,7.52
12/3/2015,2,1,22,Algae,High,6,10:00,31,2164.013713,2174.446045,25.56,8.067772589,38.28625175,25,7.983035313,37.70938204,1.68,1.33,1.12,1.21,1.67,7.52
12/3/2015,2,1,23,Rubble,High,6,10:00,29,2163.855363,2174.446045,25.41,7.977135086,38.47760909,25,7.983035313,37.70938204,1.84,1.43,1.66,1.21,1.67,7.52
12/3/2015,2,1,24,Sand,High,6,10:00,30,2170.324436,2174.446045,25.3,7.997292442,38.43166336,25,7.983035313,37.70938204,2.25,1.87,4.28,1.21,1.67,7.52
12/3/2015,3,1,25,Coral,Ambient,0,10:00,30,2116.438576,2171.558766,25.19,7.978610934,38.07508403,25.11,7.966244194,38.36805245,0.03,2.37,0.95,0.03,2.29,0.18
12/3/2015,3,1,26,Algae,Ambient,0,10:00,38,2160.462802,2171.558766,25.1,7.944420583,38.22621686,25.11,7.966244194,38.36805245,0.01,1.1,0.12,0.03,2.29,0.18
12/3/2015,3,1,27,Rubble,Ambient,0,10:00,32,2165.51524,2171.558766,25.22,7.996759409,38.36805245,25.11,7.966244194,38.36805245,0.008,1.94,0.24,0.03,2.29,0.18
12/3/2015,3,1,28,Sand,Ambient,0,10:00,32,2160.449052,2171.558766,25.14,7.959055715,38.19233982,25.11,7.966244194,38.36805245,0.03,1.57,0.08,0.03,2.29,0.18
12/3/2015,3,1,29,Coral,Med,3,10:00,28,2133.867524,2179.256796,25.17,8.000860553,38.3170682,25.07,7.968507919,38.32686858,1.26,3.68,0.91,0.09,2.76,4.65
12/3/2015,3,1,30,Algae,Med,3,10:00,27,2165.533694,2179.256796,25.24,7.994781502,38.33269834,25.07,7.968507919,38.32686858,0.18,2.25,0.64,0.09,2.76,4.65
12/3/2015,3,1,31,Rubble,Med,3,10:00,30,2187.862407,2179.256796,25.18,7.955104314,38.23353476,25.07,7.968507919,38.32686858,0.11,3.24,1.57,0.09,2.76,4.65
12/3/2015,3,1,32,Sand,Med,3,10:00,27,2166.997997,2179.256796,25.15,7.94370711,38.40917403,25.07,7.968507919,38.32686858,0.12,3.84,1.52,0.09,2.76,4.65
12/3/2015,3,1,33,Coral,High,6,10:00,32,2145.801704,2174.446045,25.15,8.016355174,38.25895185,25,7.983035313,37.70938204,2.59,1.75,2.47,1.21,1.67,7.52
12/3/2015,3,1,34,Algae,High,6,10:00,29,2167.088624,2174.446045,25.28,8.029667756,38.14901411,25,7.983035313,37.70938204,1.68,1.33,1.12,1.21,1.67,7.52
12/3/2015,3,1,35,Rubble,High,6,10:00,29,2157.639884,2174.446045,25.1,7.914004668,38.37656082,25,7.983035313,37.70938204,1.84,1.43,1.66,1.21,1.67,7.52
12/3/2015,3,1,36,Sand,High,6,10:00,30,2164.728551,2174.446045,25.18,7.982133434,38.23353476,25,7.983035313,37.70938204,2.25,1.87,4.28,1.21,1.67,7.52
12/3/2015,1,1,1,Coral,Ambient,0,14:00,,2067.997975,2183.870178,26.78,8.164146237,38.07867907,26.05,7.967938601,38.31921336,0.21,2.07,0.42,0.22,2.6,0.38
12/3/2015,1,1,2,Algae,Ambient,0,14:00,,2170.841558,2183.870178,27.25,8.321504821,38.34328405,26.05,7.967938601,38.31921336,0.18,1.33,0.48,0.22,2.6,0.38
12/3/2015,1,1,3,Rubble,Ambient,0,14:00,,2142.727388,2183.870178,27.07,8.080894517,38.05775212,26.05,7.967938601,38.31921336,0.08,1.74,0.48,0.22,2.6,0.38
12/3/2015,1,1,4,Sand,Ambient,0,14:00,,2143.825828,2183.870178,26.99,7.991400958,38.34106099,26.05,7.967938601,38.31921336,0.24,2.16,0.24,0.22,2.6,0.38
12/3/2015,1,1,5,Coral,Med,3,14:00,,2090.859574,2174.952069,26.95,8.171669889,38.30160155,26.07,7.967651472,38.30245055,0.8,3.21,0.84,1.12,2.79,5.1
12/3/2015,1,1,6,Algae,Med,3,14:00,,2168.852862,2174.952069,27.37,8.376657911,38.24448527,26.07,7.967651472,38.30245055,0.22,2.29,0.42,1.12,2.79,5.1
12/3/2015,1,1,7,Rubble,Med,3,14:00,,2171.212266,2174.952069,27.08,8.114319668,38.33907704,26.07,7.967651472,38.30245055,0.58,3.26,2.15,1.12,2.79,5.1
12/3/2015,1,1,8,Sand,Med,3,14:00,,2147.428272,2174.952069,26.87,8.097282412,38.2951956,26.07,7.967651472,38.30245055,0.78,2.98,0.72,1.12,2.79,5.1
12/3/2015,1,1,9,Coral,High,6,14:00,,2072.949007,2170.434693,26.99,8.256703892,38.26852093,26.03,7.974963827,38.26213334,1.61,1.92,2.35,2.26,2.8,10.1
12/3/2015,1,1,10,Algae,High,6,14:00,,2174.430165,2170.434693,27.31,8.186384597,38.1496645,26.03,7.974963827,38.26213334,1.38,1.87,1.39,2.26,2.8,10.1
12/3/2015,1,1,11,Rubble,High,6,14:00,,2131.945522,2170.434693,27.46,8.236092239,38.24254469,26.03,7.974963827,38.26213334,2,3.36,6.02,2.26,2.8,10.1
12/3/2015,1,1,12,Sand,High,6,14:00,,2134.768879,2170.434693,27.06,8.144834109,38.35562219,26.03,7.974963827,38.26213334,1.33,1.9,2.79,2.26,2.8,10.1
12/3/2015,2,1,13,Coral,Ambient,0,14:00,,2071.307946,2183.870178,26.97,8.137784116,37.92254648,26.05,7.967938601,38.31921336,0.21,2.07,0.42,0.22,2.6,0.38
12/3/2015,2,1,14,Algae,Ambient,0,14:00,,2175.715984,2183.870178,26.56,8.184266659,38.18771503,26.05,7.967938601,38.31921336,0.18,1.33,0.48,0.22,2.6,0.38
12/3/2015,2,1,15,Rubble,Ambient,0,14:00,,2162.964517,2183.870178,26.72,8.04908294,38.05537112,26.05,7.967938601,38.31921336,0.08,1.74,0.48,0.22,2.6,0.38
12/3/2015,2,1,16,Sand,Ambient,0,14:00,,2163.204085,2183.870178,26.92,7.990732635,37.96352989,26.05,7.967938601,38.31921336,0.24,2.16,0.24,0.22,2.6,0.38
12/3/2015,2,1,17,Coral,Med,3,14:00,,2114.168413,2174.952069,26.47,8.099839965,38.18927499,26.07,7.967651472,38.30245055,0.8,3.21,0.84,1.12,2.79,5.1
12/3/2015,2,1,18,Algae,Med,3,14:00,,2157.83537,2174.952069,26.7,8.27123548,38.07187209,26.07,7.967651472,38.30245055,0.22,2.29,0.42,1.12,2.79,5.1
12/3/2015,2,1,19,Rubble,Med,3,14:00,,2147.407926,2174.952069,26.7,8.044333357,38.07187209,26.07,7.967651472,38.30245055,0.58,3.26,2.15,1.12,2.79,5.1
12/3/2015,2,1,20,Sand,Med,3,14:00,,2159.598481,2174.952069,26.71,8.047548581,37.99079077,26.07,7.967651472,38.30245055,0.78,2.98,0.72,1.12,2.79,5.1
12/3/2015,2,1,21,Coral,High,6,14:00,,2115.289377,2170.434693,27.01,8.229533004,38.32450626,26.03,7.974963827,38.26213334,1.61,1.92,2.35,2.26,2.8,10.1
12/3/2015,2,1,22,Algae,High,6,14:00,,2179.05677,2170.434693,27.31,8.396052617,38.1496645,26.03,7.974963827,38.26213334,1.38,1.87,1.39,2.26,2.8,10.1
12/3/2015,2,1,23,Rubble,High,6,14:00,,2153.303932,2170.434693,26.71,8.099650294,38.06362011,26.03,7.974963827,38.26213334,2,3.36,6.02,2.26,2.8,10.1
12/3/2015,2,1,24,Sand,High,6,14:00,,2171.633202,2170.434693,26.42,8.100580068,38.30414912,26.03,7.974963827,38.26213334,1.33,1.9,2.79,2.26,2.8,10.1
12/3/2015,3,1,25,Coral,Ambient,0,14:00,,2089.703739,2183.870178,26.26,8.049085843,38.21731014,26.05,7.967938601,38.31921336,0.21,2.07,0.42,0.22,2.6,0.38
12/3/2015,3,1,26,Algae,Ambient,0,14:00,,2174.577751,2183.870178,26.21,8.039716337,38.40626512,26.05,7.967938601,38.31921336,0.18,1.33,0.48,0.22,2.6,0.38
12/3/2015,3,1,27,Rubble,Ambient,0,14:00,,2164.458376,2183.870178,26.23,8.046157964,38.16878815,26.05,7.967938601,38.31921336,0.08,1.74,0.48,0.22,2.6,0.38
12/3/2015,3,1,28,Sand,Ambient,0,14:00,,2168.273936,2183.870178,26.1,7.987430324,38.02468011,26.05,7.967938601,38.31921336,0.24,2.16,0.24,0.22,2.6,0.38
12/3/2015,3,1,29,Coral,Med,3,14:00,,2085.046329,2174.952069,26.15,8.07258535,37.64695869,26.07,7.967651472,38.30245055,0.8,3.21,0.84,1.12,2.79,5.1
12/3/2015,3,1,30,Algae,Med,3,14:00,,2162.811128,2174.952069,26.42,8.134226616,38.23084436,26.07,7.967651472,38.30245055,0.22,2.29,0.42,1.12,2.79,5.1
12/3/2015,3,1,31,Rubble,Med,3,14:00,,2167.466438,2174.952069,26.33,8.06152452,38.08564464,26.07,7.967651472,38.30245055,0.58,3.26,2.15,1.12,2.79,5.1
12/3/2015,3,1,32,Sand,Med,3,14:00,,2158.219236,2174.952069,26.21,7.963958497,38.25903304,26.07,7.967651472,38.30245055,0.78,2.98,0.72,1.12,2.79,5.1
12/3/2015,3,1,33,Coral,High,6,14:00,,2127.431415,2170.434693,26.02,8.067759351,38.27050878,26.03,7.974963827,38.26213334,1.61,1.92,2.35,2.26,2.8,10.1
12/3/2015,3,1,34,Algae,High,6,14:00,,2184.280055,2170.434693,26.28,8.166611235,38.17434485,26.03,7.974963827,38.26213334,1.38,1.87,1.39,2.26,2.8,10.1
12/3/2015,3,1,35,Rubble,High,6,14:00,,2159.181406,2170.434693,26.04,7.952921994,38.2693197,26.03,7.974963827,38.26213334,2,3.36,6.02,2.26,2.8,10.1
12/3/2015,3,1,36,Sand,High,6,14:00,,2173.388521,2170.434693,26.3,8.07711171,38.25744137,26.03,7.974963827,38.26213334,1.33,1.9,2.79,2.26,2.8,10.1
12/3/2015,1,1,1,Coral,Ambient,0,18:00,34,2091.277114,2169.886181,25.81,7.986557212,38.37290362,25.49,7.955733831,38.64408746,0.21,2.07,0.42,0.07,1.68,0.12
12/3/2015,1,1,2,Algae,Ambient,0,18:00,35,2165.423752,2169.886181,26.05,8.109428859,38.3930594,25.49,7.955733831,38.64408746,0.18,1.33,0.48,0.07,1.68,0.12
12/3/2015,1,1,3,Rubble,Ambient,0,18:00,34,2162.821193,2169.886181,25.87,8.004231902,38.47063193,25.49,7.955733831,38.64408746,0.08,1.74,0.48,0.07,1.68,0.12
12/3/2015,1,1,4,Sand,Ambient,0,18:00,37,2163.231973,2169.886181,26.02,7.985215091,38.41827671,25.49,7.955733831,38.64408746,0.24,2.16,0.24,0.07,1.68,0.12
12/3/2015,1,1,5,Coral,Med,3,18:00,31,2102.044318,2181.669907,26.01,8.02073653,38.35277578,25.82,7.949327563,38.43866297,0.8,3.21,0.84,1.25,1.76,2.79
12/3/2015,1,1,6,Algae,Med,3,18:00,29,2170.047278,2181.669907,26.08,8.15108996,38.44169,25.82,7.949327563,38.43866297,0.22,2.29,0.42,1.25,1.76,2.79
12/3/2015,1,1,7,Rubble,Med,3,18:00,30,2194.041146,2181.669907,26.05,8.021839652,38.54082441,25.82,7.949327563,38.43866297,0.58,3.26,2.15,1.25,1.76,2.79
12/3/2015,1,1,8,Sand,Med,3,18:00,24,2182.645555,2181.669907,26.03,8.042344645,38.40986787,25.82,7.949327563,38.43866297,0.78,2.98,0.72,1.25,1.76,2.79
12/3/2015,1,1,9,Coral,High,6,18:00,30,2095.751934,2161.759718,26.04,8.065781091,38.32759937,25.84,7.943984946,38.42179206,1.61,1.92,2.35,2.47,1.54,5.46
12/3/2015,1,1,10,Algae,High,6,18:00,27,2170.240437,2161.759718,26.06,8.250766094,38.16324466,25.84,7.943984946,38.42179206,1.38,1.87,1.39,2.47,1.54,5.46
12/3/2015,1,1,11,Rubble,High,6,18:00,28,2152.181787,2161.759718,26.06,8.043590854,38.38465977,25.84,7.943984946,38.42179206,2,3.36,6.02,2.47,1.54,5.46
12/3/2015,1,1,12,Sand,High,6,18:00,33,2185.86417,2161.759718,26.1,8.063216012,38.35109196,25.84,7.943984946,38.42179206,1.33,1.9,2.79,2.47,1.54,5.46
12/3/2015,2,1,13,Coral,Ambient,0,18:00,37,2103.066685,2169.886181,25.95,7.949154828,38.47722487,25.49,7.955733831,38.64408746,0.21,2.07,0.42,0.07,1.68,0.12
12/3/2015,2,1,14,Algae,Ambient,0,18:00,35,2163.487032,2169.886181,25.8,8.01704608,38.38132998,25.49,7.955733831,38.64408746,0.18,1.33,0.48,0.07,1.68,0.12
12/3/2015,2,1,15,Rubble,Ambient,0,18:00,38,2180.566772,2169.886181,25.77,7.97364604,38.4066276,25.49,7.955733831,38.64408746,0.08,1.74,0.48,0.07,1.68,0.12
12/3/2015,2,1,16,Sand,Ambient,0,18:00,37.5,2207.247172,2169.886181,25.85,7.941233037,38.48752,25.49,7.955733831,38.64408746,0.24,2.16,0.24,0.07,1.68,0.12
12/3/2015,2,1,17,Coral,Med,3,18:00,33,2108.5,2181.669907,25.4,7.995847738,38.64606462,25.82,7.949327563,38.43866297,0.8,3.21,0.84,1.25,1.76,2.79
12/3/2015,2,1,18,Algae,Med,3,18:00,30,2167.015709,2181.669907,25.85,8.082056031,38.41336124,25.82,7.949327563,38.43866297,0.22,2.29,0.42,1.25,1.76,2.79
12/3/2015,2,1,19,Rubble,Med,3,18:00,32,2168.11725,2181.669907,26.01,7.961774373,38.20502312,25.82,7.949327563,38.43866297,0.58,3.26,2.15,1.25,1.76,2.79
12/3/2015,2,1,20,Sand,Med,3,18:00,27,2158.775583,2181.669907,25.72,8.001345049,38.44885223,25.82,7.949327563,38.43866297,0.78,2.98,0.72,1.25,1.76,2.79
12/3/2015,2,1,21,Coral,High,6,18:00,28,2122.887372,2161.759718,25.97,8.038166465,38.46036713,25.84,7.943984946,38.42179206,1.61,1.92,2.35,2.47,1.54,5.46
12/3/2015,2,1,22,Algae,High,6,18:00,31,2183.616109,2161.759718,25.89,8.120228704,38.37966885,25.84,7.943984946,38.42179206,1.38,1.87,1.39,2.47,1.54,5.46
12/3/2015,2,1,23,Rubble,High,6,18:00,29,2186.3617,2161.759718,25.75,7.978991814,38.4978087,25.84,7.943984946,38.42179206,2,3.36,6.02,2.47,1.54,5.46
12/3/2015,2,1,24,Sand,High,6,18:00,30,2167.449112,2161.759718,25.74,8.012858825,38.43195308,25.84,7.943984946,38.42179206,1.33,1.9,2.79,2.47,1.54,5.46
12/3/2015,3,1,25,Coral,Ambient,0,18:00,35,2117.575874,2169.886181,25.9,7.976833578,38.2231814,25.49,7.955733831,38.64408746,0.21,2.07,0.42,0.07,1.68,0.12
12/3/2015,3,1,26,Algae,Ambient,0,18:00,33,2163.487032,2169.886181,25.96,8.013038656,38.32082581,25.49,7.955733831,38.64408746,0.18,1.33,0.48,0.07,1.68,0.12
12/3/2015,3,1,27,Rubble,Ambient,0,18:00,40,2180.662901,2169.886181,25.85,7.997779305,38.33922906,25.49,7.955733831,38.64408746,0.08,1.74,0.48,0.07,1.68,0.12
12/3/2015,3,1,28,Sand,Ambient,0,18:00,33,2184.10624,2169.886181,25.9,7.971777819,38.37125346,25.49,7.955733831,38.64408746,0.24,2.16,0.24,0.07,1.68,0.12
12/3/2015,3,1,29,Coral,Med,3,18:00,28.5,2115.151131,2181.669907,25.8,8.033904245,38.38132998,25.82,7.949327563,38.43866297,0.8,3.21,0.84,1.25,1.76,2.79
12/3/2015,3,1,30,Algae,Med,3,18:00,29,2166.842547,2181.669907,26,8.089954126,38.21338799,25.82,7.949327563,38.43866297,0.22,2.29,0.42,1.25,1.76,2.79
12/3/2015,3,1,31,Rubble,Med,3,18:00,29,2192.349915,2181.669907,25.94,8.006588691,38.48565837,25.82,7.949327563,38.43866297,0.58,3.26,2.15,1.25,1.76,2.79
12/3/2015,3,1,32,Sand,Med,3,18:00,27,2174.343728,2181.669907,25.92,7.95969448,38.35443193,25.82,7.949327563,38.43866297,0.78,2.98,0.72,1.25,1.76,2.79
12/3/2015,3,1,33,Coral,High,6,18:00,31,2151.210002,2161.759718,25.69,8.010211225,38.47422423,25.84,7.943984946,38.42179206,1.61,1.92,2.35,2.47,1.54,5.46
12/3/2015,3,1,34,Algae,High,6,18:00,28.5,2180.70595,2161.759718,25.91,8.092968276,38.43689707,25.84,7.943984946,38.42179206,1.38,1.87,1.39,2.47,1.54,5.46
12/3/2015,3,1,35,Rubble,High,6,18:00,29,2159.418315,2161.759718,25.81,7.92586985,38.29872868,25.84,7.943984946,38.42179206,2,3.36,6.02,2.47,1.54,5.46
12/3/2015,3,1,36,Sand,High,6,18:00,30,2174.265634,2161.759718,25.95,8.043513204,38.32922272,25.84,7.943984946,38.42179206,1.33,1.9,2.79,2.47,1.54,5.46
12/3/2015,1,1,1,Coral,Ambient,0,22:00,,2117.878664,2169.79177,25.2,7.834884508,38.51680682,25.22,7.93426295,38.49975298,0.3,0.83,0.2,0.28,0.82,0.15
12/3/2015,1,1,2,Algae,Ambient,0,22:00,,2168.147323,2169.79177,25.39,7.933531318,38.28053952,25.22,7.93426295,38.49975298,0.24,0.64,0.15,0.28,0.82,0.15
12/3/2015,1,1,3,Rubble,Ambient,0,22:00,,2186.797029,2169.79177,25.35,7.900333639,38.46406513,25.22,7.93426295,38.49975298,0.27,1.27,0.08,0.28,0.82,0.15
12/3/2015,1,1,4,Sand,Ambient,0,22:00,,2175.854379,2169.79177,25.46,7.934222621,38.44544654,25.22,7.93426295,38.49975298,0.26,0.78,0.17,0.28,0.82,0.15
12/3/2015,1,1,5,Coral,Med,3,22:00,,2119.480553,2184.217429,25.43,7.799617369,38.47090881,25.22,7.930884763,38.49975298,1.16,1.16,1.09,1.82,0.56,1.54
12/3/2015,1,1,6,Algae,Med,3,22:00,,2180.541889,2184.217429,25.46,7.930847149,38.37075338,25.22,7.930884763,38.49975298,0.65,0.75,0.65,1.82,0.56,1.54
12/3/2015,1,1,7,Rubble,Med,3,22:00,,2191.422594,2184.217429,25.46,7.878527335,38.44544654,25.22,7.930884763,38.49975298,1.32,1.62,2.32,1.82,0.56,1.54
12/3/2015,1,1,8,Sand,Med,3,22:00,,2198.453616,2184.217429,25.4,7.923260508,38.34683329,25.22,7.930884763,38.49975298,0.9,1.06,1.55,1.82,0.56,1.54
12/3/2015,1,1,9,Coral,High,6,22:00,,2139.502063,2162.699563,25.44,7.787664548,38.46241826,25.24,7.928911271,38.48271173,2.19,0.9,1.61,3.4,0.91,1.44
12/3/2015,1,1,10,Algae,High,6,22:00,,2180.94901,2162.699563,25.44,7.946322352,38.38769105,25.24,7.928911271,38.48271173,1.65,0.66,0.95,3.4,0.91,1.44
12/3/2015,1,1,11,Rubble,High,6,22:00,,2187.125239,2162.699563,25.38,7.85095246,38.43857896,25.24,7.928911271,38.48271173,2.71,1.06,4.83,3.4,0.91,1.44
12/3/2015,1,1,12,Sand,High,6,22:00,,2184.352997,2162.699563,25.38,7.915103612,38.51340849,25.24,7.928911271,38.48271173,2.03,1.04,4.17,3.4,0.91,1.44
12/3/2015,2,1,13,Coral,Ambient,0,22:00,,2144.069378,2169.79177,25.32,7.855167151,38.26493281,25.22,7.93426295,38.49975298,0.3,0.83,0.2,0.28,0.82,0.15
12/3/2015,2,1,14,Algae,Ambient,0,22:00,,2175.277114,2169.79177,25.3,7.919614968,38.35674694,25.22,7.93426295,38.49975298,0.24,0.64,0.15,0.28,0.82,0.15
12/3/2015,2,1,15,Rubble,Ambient,0,22:00,,2190.744395,2169.79177,24.97,7.888798754,38.48745633,25.22,7.93426295,38.49975298,0.27,1.27,0.08,0.28,0.82,0.15
12/3/2015,2,1,16,Sand,Ambient,0,22:00,,2171.086476,2169.79177,25.3,7.94663322,38.50660474,25.22,7.93426295,38.49975298,0.26,0.78,0.17,0.28,0.82,0.15
