"","SampleID","Species","InitialBW","InitialTemp","InitialDate","FinalBW","FinalTemp","FinalDate","InitBWcorr","FinalBWcorr","DeltaBW","pcDeltaBW","Volume","SA","AW","DW","AFDW","pcAFDW","Nuts","Tank","Aq_Ex1","Aq_Ex2","Check"
"1",1,"Montipora",18.763,26.904,"10/18/2015",19.29,24.9,"12/7/2015",28.8628254387077,29.6734712127912,0.810645774083419,0.0280861544828618,12,45.9627801142678,10.84635,11.46295,0.6166,0.0537906908780026,"Ambient","Far",25,64,NA
"2",2,"Montipora",15.838,26.888,"10/18/2015",16.418,24.805,"12/7/2015",24.3633441139298,25.2555223981453,0.892178284215532,0.0366196971993442,19,62.6432537429994,14.58561,15.47261,0.887,0.0573271090010024,"Ambient","Far",25,62,NA
"3",3,"Montipora",23.415,26.895,"10/18/2015",24.998,24.881,"12/7/2015",36.0189231242281,38.4539878837957,2.43506475956762,0.0676051516356879,23,81.1564344780649,17.1006,18.1745,1.0739,0.0590882830339211,"Ambient","Far",25,61,NA
"4",4,"Montipora",15.428,26.947,"10/18/2015",16.027,24.893,"12/7/2015",23.7326483251623,24.6540550259505,0.921406700788204,0.0388244366226626,14,51.7984223633513,11.31491,12.02531,0.7104,0.0590754001352148,"Ambient","Far",25,63,NA
"5",5,"Montipora",16.994,26.962,"10/18/2015",17.532,24.895,"12/7/2015",26.1416015484095,26.9691703469391,0.827568798529594,0.0316571575386109,12,39.2659863332926,9.61142,10.14622,0.5348,0.0527092848371117,"Medium","Far",29,65,NA
"6",6,"Montipora",9.22,26.893,"10/18/2015",9.606,24.821,"12/7/2015",14.1829797510324,14.7767419972994,0.593762246267055,0.0418644217710199,12,37.6225432999021,9.59922,10.14292,0.543699999999999,0.0536038931589719,"Medium","Far",29,66,NA
"7",7,"Montipora",13.529,26.975,"10/18/2015",13.875,24.981,"12/7/2015",20.8114469617055,21.3436718442608,0.532224882555312,0.0255736606654329,3,13.0813018415942,2.45743,2.61523,0.1578,0.0603388612091479,"Medium","Far",29,67,NA
"8",8,"Montipora",11.078,26.964,"10/18/2015",11.199,24.899,"12/7/2015",17.0411122893602,17.2272267467425,0.186114457382324,0.0109214970374044,13,46.1930514030154,10.5347,11.196,0.6613,0.0590657377634869,"Medium","Far",29,68,NA
"9",9,"Montipora",10.399,26.973,"10/18/2015",10.758,24.878,"12/7/2015",15.9966173949648,16.5488439486664,0.552226553701564,0.0345214578849266,12,52.3819865882597,8.70285,9.29835,0.595499999999999,0.064043620642372,"High","Far",33,70,NA
"10",10,"Montipora",8.247,26.97,"10/18/2015",8.621,24.905,"12/7/2015",12.6862297775433,13.2615342648905,0.575304487347292,0.0453487361836751,8,32.8720150690265,5.9409,6.3267,0.3858,0.0609796576414244,"High","Far",33,69,NA
"11",11,"Montipora",13.152,26.975,"10/18/2015",13.719,24.85,"12/7/2015",20.2315138177508,21.1036983574884,0.872184539737557,0.0431101966760548,14,48.3885146491571,11.22113,11.88363,0.662499999999999,0.0557489588618965,"High","Far",33,72,NA
"12",12,"Montipora",16.113,26.965,"10/18/2015",16.426,24.771,"12/7/2015",24.7863732133005,25.2678282255993,0.481455012298781,0.0194241815111712,11,38.9095389959161,9.34719,9.87339,0.5262,0.0532947650199172,"High","Far",33,71,NA
"13",13,"Montipora",12.565,26.931,"10/18/2015",13.031,24.709,"12/7/2015",19.3285405625753,20.0453585368395,0.716817974264266,0.0370859854598748,11,47.7292447950715,8.16501,8.74921,0.5842,0.0667717428202089,"Ambient","Mid",13,49,NA
"14",14,"Montipora",12.42,26.929,"10/18/2015",12.72,24.853,"12/7/2015",19.1054893390408,19.5669541156699,0.461464776629029,0.0241535177895735,11,47.9058912631519,8.34893,8.89723,0.548299999999999,0.0616259217756537,"Ambient","Mid",13,50,NA
"15",15,"Montipora",10.427,26.916,"10/18/2015",10.68,24.909,"12/7/2015",16.0396888914735,16.4288581642956,0.389169272822112,0.024262894090732,8,24.6989615190939,5.05485,5.44055,0.3857,0.0708935677459081,"Ambient","Mid",13,51,"outlier in AFDW?"
"16",16,"Montipora",14.591,26.91,"10/18/2015",15.08,24.703,"12/7/2015",22.4451040478872,23.1972991959246,0.752195148037458,0.0335126603304058,17,70.8068440892849,13.4876,14.3246,0.837000000000001,0.05843095095151,"Ambient","Mid",13,52,NA
"17",17,"Montipora",11.457,26.911,"10/18/2015",11.372,24.682,"12/7/2015",17.6241215274025,17.4933477232121,-0.130773804190436,-0.00742016014739261,11,36.3607828136137,7.25372,7.72992,0.476200000000001,0.0616047772810069,"Medium","Near",5,41,NA
"18",18,"Montipora",12.037,26.902,"10/18/2015",12.326,24.754,"12/7/2015",18.5163262514152,18.9608698430572,0.444543591641967,0.0240081960971059,9,36.9096486251491,6.81518,7.26958,0.454399999999999,0.0625070499258553,"Medium","Near",5,42,NA
"19",19,"Montipora",8.621,26.942,"10/18/2015",8.902,24.664,"12/7/2015",13.2615478801723,13.6937900123407,0.432242132168474,0.032593641109929,9,32.256906831961,6.35244,6.70864,0.356200000000001,0.0530957094135325,"Medium","Near",5,44,NA
"20",20,"Montipora",12.99,26.937,"10/18/2015",13.257,24.681,"12/7/2015",19.9823113941586,20.3930100817646,0.410698687605969,0.0205531121753026,15,60.0030199254411,9.75382,10.43232,0.678499999999999,0.0650382656973712,"Medium","Near",5,43,NA
"21",21,"Montipora",13.952,26.949,"10/18/2015",14.297,24.75,"12/7/2015",21.4621408975013,21.9928245659633,0.530683668462018,0.0247265019364309,15,45.871302479012,11.71814,12.30064,0.5825,0.0473552595637301,"High","Near",9,46,NA
"22",22,"Montipora",12.799,26.944,"10/18/2015",13.082,24.731,"12/7/2015",19.6884991868146,20.1238111644926,0.43531197767803,0.0221099624480041,14,50.8016315791836,10.193,10.781,0.588,0.0545403951395974,"High","Near",9,45,NA
"23",23,"Montipora",11.407,26.944,"10/18/2015",11.716,24.668,"12/7/2015",17.5472076118442,18.0225167499194,0.475309138075165,0.0270874516669157,12,37.4585144366845,8.89533,9.37303,0.4777,0.0509653761910503,"High","Near",9,48,NA
"24",24,"Montipora",14.286,26.94,"10/18/2015",14.44,24.72,"12/7/2015",21.9759277143077,22.2127986244763,0.236870910168637,0.0107786534997756,11,45.2877382541036,9.14,9.5813,0.4413,0.0460584680575705,"High","Near",9,47,NA
"25",25,"Montipora",21.183,26.937,"10/18/2015",21.637,24.715,"12/7/2015",32.585473615278,33.2838173564752,0.698343741197164,0.021431136752597,19,74.0401053353987,13.78672,14.56582,0.7791,0.0534882347852713,"Ambient","Near",1,38,NA
"26",26,"Montipora",16.383,26.925,"10/18/2015",16.871,24.667,"12/7/2015",25.2017094372047,25.9523625755172,0.750653138312465,0.0297858024346671,19,75.3933434569429,13.28497,14.13987,0.8549,0.0604602446840035,"Ambient","Near",1,39,NA
"27",27,"Montipora",15.29,26.936,"10/18/2015",15.706,24.724,"12/7/2015",23.5203649778752,24.1602642589234,0.639899281048258,0.0272061799062298,18,58.9147515060175,12.52753,13.33053,0.802999999999999,0.0602376649690597,"Ambient","Near",1,37,NA
"28",28,"Montipora",14.572,26.92,"10/18/2015",14.995,24.63,"12/7/2015",22.4158767620651,23.0665443404897,0.65066757842467,0.0290270858165053,16,48.6187859379047,9.88934,10.38414,0.494800000000001,0.0476495886996902,"Ambient","Near",1,40,NA
"29",29,"Montipora",14.426,26.965,"10/18/2015",14.938,24.761,"12/7/2015",22.1912877785064,22.9788637606815,0.78757598217511,0.0354903235015466,13,50.8741828071451,10.07463,10.69963,0.625,0.0584132348501771,"Medium","Mid",17,54,NA
"30",30,"Montipora",14.935,26.949,"10/18/2015",15.186,24.745,"12/7/2015",22.9742742477194,23.3603576287101,0.386083380990623,0.0168050305671331,16,58.7854210561729,11.58856,12.25756,0.669,0.0545785621281886,"Medium","Mid",17,53,NA
"31",31,"Montipora",15.781,27.032,"10/18/2015",16.11,24.747,"12/7/2015",24.2756636812909,24.7817306583432,0.506066977052377,0.0208466793615369,13,48.4421394698244,10.01174,10.50664,0.494899999999999,0.0471035459480861,"Medium","Mid",17,55,NA
"32",32,"Montipora",16.505,26.951,"10/18/2015",16.854,24.646,"12/7/2015",25.3893804379701,25.926211500314,0.536831062343818,0.0211439213199933,13,55.3628957371158,9.89892,10.43392,0.535,0.0512750720726246,"Medium","Mid",17,56,NA
"33",33,"Montipora",13.777,27.001,"10/18/2015",14.621,24.647,"12/7/2015",21.1929417215715,22.4912269216207,1.29828520004925,0.0612602637758293,12,46.2277498163884,8.33722,8.73892,0.4017,0.0459667785035222,"High","Mid",21,59,NA
"34",34,"Montipora",16.021,26.954,"10/18/2015",15.627,24.804,"12/7/2015",24.6448509307574,24.0387409134508,-0.606110017306559,-0.0245937790011186,7,32.8751694702422,5.46456,5.73596,0.271399999999999,0.0473155321864168,"High","Mid",21,58,NA
"35",35,"Montipora",19.532,26.944,"10/18/2015",20.036,24.735,"12/7/2015",30.0457665533919,30.8210274655292,0.775260912137337,0.0258026670998619,11,49.1045637251258,7.72239,8.16659,0.4442,0.0543923473567303,"High","Mid",21,60,NA
"36",36,"Montipora",14.805,26.92,"10/18/2015",14.931,24.811,"12/7/2015",22.774296971066,22.968096361693,0.193799390627063,0.00850956632704314,4,16.5953047959072,2.71235,2.88345,0.1711,0.0593386394770154,"High","Mid",21,57,NA
"37",1,"Porites",15.595,26.936,"10/18/2015",16.363,24.911,"12/7/2015",23.9895416500957,25.1709182034816,1.1813765533859,0.0492454824947098,11,34.6618223188265,10.65785,11.43005,0.772199999999999,0.0675587595854786,"Ambient","Far",25,64,NA
"38",2,"Porites",20.471,26.963,"10/18/2015",21.241,24.778,"12/7/2015",31.4902156977393,32.6746585432968,1.1844428455575,0.0376130432679929,15,44.436049925859,15.58736,16.45216,0.864800000000002,0.0525645264816293,"Ambient","Far",25,62,NA
"39",3,"Porites",15.375,26.943,"10/18/2015",16.248,24.867,"12/7/2015",23.6511192159238,24.994015150414,1.34289593449024,0.0567793820761808,16,49.9215536399974,16.1622,17.084,0.921799999999999,0.05395691875439,"Ambient","Far",25,61,NA
"40",4,"Porites",14.35,26.354,"10/18/2015",15.2,24.891,"12/7/2015",22.0743713788652,23.3818953027352,1.30752392387007,0.0592326685742881,11,38.8275245643074,10.94074,11.64784,0.707100000000001,0.060706534430418,"Ambient","Far",25,63,NA
"41",5,"Porites",13.68,26.358,"10/18/2015",14.409,24.888,"12/7/2015",21.043721329048,22.1651137439484,1.12139241490032,0.0532886934475982,10,36.2882315856521,10.86646,11.50636,0.6399,0.0556127220076549,"Medium","Far",29,65,NA
"42",6,"Porites",9.23,26.985,"10/18/2015",9.554,24.82,"12/7/2015",14.1983632511883,14.6967512982607,0.498388047072353,0.0351017957672439,10,29.2444536709476,10.07984,10.72504,0.6452,0.0601582837919485,"Medium","Far",29,66,NA
"43",7,"Porites",9.806,26.953,"10/18/2015",10.275,24.894,"12/7/2015",15.0844147122605,15.8058535920158,0.721438879755258,0.0478267730977242,12,36.1115851175718,11.7829,12.5336,0.7507,0.059895002233995,"Medium","Far",29,67,NA
"44",8,"Porites",12.868,26.99,"10/18/2015",13.518,24.874,"12/7/2015",19.7946412542817,20.7945038155194,0.999862561237709,0.050511779849581,13,43.5496631842414,14.08623,14.95973,0.873500000000001,0.0583900912650162,"Medium","Far",29,68,NA
"45",9,"Porites",13.785,26.982,"10/18/2015",14.501,24.901,"12/7/2015",21.2052477921447,22.3066358876839,1.10138809553923,0.0519394117123796,19,60.6307457673696,18.6847,19.8111,1.1264,0.0568570145019711,"High","Far",33,70,NA
"46",10,"Porites",13.893,26.982,"10/18/2015",14.723,24.89,"12/7/2015",21.3713824864901,22.6481344979456,1.27675201145554,0.0597411988795125,16,44.3351090869559,15.61116,16.75856,1.1474,0.0684665030885709,"High","Far",33,69,NA
"47",11,"Porites",13.311,26.99,"10/18/2015",13.858,24.886,"12/7/2015",20.4761011606888,21.3175200190301,0.841418858341282,0.0410927281389236,13,42.1680354517557,12.89404,13.82454,0.9305,0.0673078453243291,"High","Far",33,72,NA
"48",12,"Porites",8.863,26.996,"10/18/2015",9.242,24.762,"12/7/2015",13.6338130220385,14.2168067333766,0.582993711338137,0.0427608703739558,11,28.7492126800794,9.94484,10.59214,0.6473,0.0611113523801611,"High","Far",33,71,NA
"49",13,"Porites",15.187,26.999,"10/18/2015",15.484,24.694,"12/7/2015",23.3619224505227,23.8187651937406,0.456842743217962,0.0195550149687164,9,28.0552444126209,9.7589,10.2717,0.5128,0.0499235764284393,"Ambient","Mid",13,49,NA
"50",14,"Porites",19.013,26.994,"10/18/2015",20.99,24.834,"12/7/2015",29.2473978028371,32.2885505469699,3.04115274413278,0.103980284490054,18,65.122613098556,20.36824,21.43624,1.068,0.0498221703059865,"Ambient","Mid",13,50,"outlier in AFDW?"
"51",15,"Porites",15.285,26.99,"10/18/2015",15.707,24.804,"12/7/2015",23.5126741973652,24.1618035149147,0.649129317549516,0.0276076345931871,7,22.6328287227968,6.95596,7.40956,0.453599999999999,0.0612182099881773,"Ambient","Mid",13,51,NA
"52",16,"Porites",12.528,26.983,"10/18/2015",12.975,24.7,"12/7/2015",19.2716245537883,19.959214629467,0.687590075678727,0.0356788849720283,13,36.0421882908259,12.6419,13.3767,0.7348,0.0549313358302122,"Ambient","Mid",13,52,NA
"53",17,"Porites",15.711,26.972,"10/18/2015",16.162,24.636,"12/7/2015",24.1679830527494,24.8617199571512,0.693736904401767,0.0287047910819702,14,27.7839659080688,13.51088,14.21448,0.7036,0.0494988209206387,"Medium","Near",5,41,NA
"54",18,"Porites",17.922,26.974,"10/18/2015",18.308,24.77,"12/7/2015",27.5691294448648,28.1628758627346,0.593746417869813,0.0215366400690032,19,45.3035102601822,18.47477,19.46137,0.986600000000003,0.0506953004850122,"Medium","Near",5,42,NA
"55",19,"Porites",24.855,26.965,"10/18/2015",25.628,24.675,"12/7/2015",38.2340536347412,39.4231018176203,1.18904818287908,0.0310991922080337,21,51.1044540958927,21.44945,22.58305,1.1336,0.0501969397402034,"Medium","Near",5,44,NA
"56",20,"Porites",18.816,26.955,"10/18/2015",19.169,24.676,"12/7/2015",28.9443552429311,29.4873356923113,0.542980449380249,0.0187594591353994,19,49.7133631597598,20.23911,21.13971,0.900600000000001,0.0426022873539893,"Medium","Near",5,43,NA
"57",21,"Porites",16.876,26.949,"10/18/2015",17.145,24.762,"12/7/2015",25.9600838436233,26.3738532183231,0.4137693746998,0.015938676361457,15,40.5088204122866,14.85161,15.59351,0.741899999999999,0.0475774857617047,"High","Near",9,46,NA
"58",22,"Porites",14.341,26.94,"10/18/2015",14.786,24.728,"12/7/2015",22.0605333438952,22.7450444449327,0.684511101037561,0.0310287648248081,10,21.3742226377242,7.69822,8.17812,0.479899999999999,0.0586809682420898,"High","Near",9,45,"low in AFDW?"
"59",23,"Porites",14.313,26.935,"10/18/2015",14.426,24.68,"12/7/2015",22.0174613314943,22.1912622230802,0.173800891585895,0.00789377526178671,19,44.9533717252372,17.27038,18.19328,0.922900000000003,0.0507275213705282,"High","Near",9,48,NA
"60",24,"Porites",18.204,26.928,"10/18/2015",18.684,24.721,"12/7/2015",28.0029249398146,28.7412693704112,0.73834443059663,0.0263666896291555,13,32.0297899444291,12.42996,13.00306,0.5731,0.0440742409863525,"High","Near",9,47,NA
"61",25,"Porites",20.676,26.92,"10/18/2015",21.565,24.894,"12/7/2015",31.8055632673934,33.1730640108828,1.36750074348937,0.0429956461387783,16,25.7588403275761,13.9286,14.5701,0.641500000000001,0.0440285241693606,"Ambient","Near",1,38,NA
"62",26,"Porites",20.036,26.913,"10/18/2015",20.473,24.675,"12/7/2015",30.8210612969542,31.4932559509965,0.672194654042336,0.0218095881762762,12,37.8181161752767,11.40614,12.05524,0.6491,0.0538438056811809,"Ambient","Near",1,39,NA
"63",27,"Porites",16.415,26.917,"10/18/2015",16.548,24.725,"12/7/2015",25.2509344285337,25.4554980999632,0.204563671429536,0.00810123173890857,8,24.1185516954013,9.33884,9.83414,0.4953,0.050365359858615,"Ambient","Near",1,37,NA
"64",28,"Porites",15.103,26.958,"10/18/2015",15.62,24.628,"12/7/2015",23.2327060956308,24.0279708059718,0.795264710340962,0.0342303951622114,12,38.243960339399,12.21311,12.82021,0.6071,0.0473549185231756,"Ambient","Near",1,40,NA
"65",29,"Porites",16.401,26.984,"10/18/2015",16.943,24.752,"12/7/2015",25.2293993028489,26.0631200249326,0.83372072208368,0.0330456033485322,14,41.5907800292788,13.78571,14.54941,0.763699999999999,0.0524901009731666,"Medium","Mid",17,54,NA
"66",30,"Porites",18.066,26.966,"10/18/2015",18.65,24.776,"12/7/2015",27.7906422576382,28.68896856168,0.898326304041834,0.0323247766537289,12,36.2377611662006,12.45235,13.14065,0.6883,0.052379448505211,"Medium","Mid",17,53,NA
"67",31,"Porites",15.214,26.98,"10/18/2015",15.885,24.757,"12/7/2015",23.4034559002011,24.4356172247325,1.03216132453143,0.0441029448357053,11,35.0611695127367,11.41596,12.08436,0.6684,0.0553111625274322,"Medium","Mid",17,55,NA
"68",32,"Porites",16.806,26.983,"10/18/2015",17.466,24.643,"12/7/2015",25.8524043942342,26.8676402860051,1.01523589177089,0.0392704630598042,13,33.3767192635419,13.8149,14.485,0.670100000000001,0.0462616499827409,"Medium","Mid",17,56,NA
"69",33,"Porites",19.286,26.937,"10/18/2015",19.69,24.658,"12/7/2015",29.6673485410118,30.2887805581035,0.62143201709171,0.0209466651943179,16,46.808159640081,16.18266,16.99406,0.811400000000001,0.047746094811952,"High","Mid",21,59,NA
"70",34,"Porites",19.15,26.936,"10/18/2015",19.478,24.761,"12/7/2015",29.4581418787645,29.962666242506,0.504524363741467,0.0171268223847195,18,50.8457931962037,18.69921,19.76471,1.0655,0.0539092149593897,"High","Mid",21,58,NA
"71",35,"Porites",20.46,26.956,"10/18/2015",20.914,24.736,"12/7/2015",31.4732944605142,32.1716394858616,0.698345025347383,0.022188494637049,20,52.8803819803436,20.18539,21.22489,1.0395,0.0489755188366111,"High","Mid",21,60,NA
"72",36,"Porites",18.56,26.966,"10/18/2015",18.777,24.818,"12/7/2015",28.5505546497157,28.8843310497649,0.333776400049143,0.0116907150892239,11,37.7928809655509,11.63115,12.27765,0.646500000000001,0.0526566566077385,"High","Mid",21,57,NA
